;time;vin;i(v1);l0;
;1,94207711e+00;-1,77979576e+00;3,41802554e-03;5,20708736e+02;
;1,94407711e+00;-1,72094032e+00;3,30499606e-03;5,20708736e+02;
;1,94607711e+00;-1,66181312e+00;3,19144467e-03;5,20708736e+02;
;1,94807711e+00;-1,60242350e+00;3,07738932e-03;5,20708736e+02;
;1,95007711e+00;-1,54278084e+00;2,96284801e-03;5,20708736e+02;
;1,95207711e+00;-1,48289456e+00;2,84783884e-03;5,20708736e+02;
;1,95407711e+00;-1,42277411e+00;2,73237996e-03;5,20708736e+02;
;1,95607711e+00;-1,36242899e+00;2,61648960e-03;5,20708736e+02;
;1,95807711e+00;-1,30186873e+00;2,50018607e-03;5,20708736e+02;
;1,96007711e+00;-1,24110288e+00;2,38348773e-03;5,20708736e+02;
;1,96207711e+00;-1,18014106e+00;2,26641301e-03;5,20708736e+02;
;1,96407711e+00;-1,11899287e+00;2,14898040e-03;5,20708736e+02;
;1,96607711e+00;-1,05766798e+00;2,03120844e-03;5,20708736e+02;
;1,96807711e+00;-9,96176074e-01;1,91311573e-03;5,20708736e+02;
;1,97007711e+00;-9,34526859e-01;1,79472092e-03;5,20708736e+02;
;1,97207711e+00;-8,72730072e-01;1,67604269e-03;5,20708736e+02;
;1,97407711e+00;-8,10795471e-01;1,55709981e-03;5,20708736e+02;
;1,97607711e+00;-7,48732836e-01;1,43791103e-03;5,20708736e+02;
;1,97807711e+00;-6,86551967e-01;1,31849519e-03;5,20708737e+02;
;1,98007711e+00;-6,24262684e-01;1,19887115e-03;5,20708738e+02;
;1,98207711e+00;-5,61874822e-01;1,07905779e-03;5,20708738e+02;
;1,98407711e+00;-4,99398234e-01;9,59074041e-04;5,20708738e+02;
;1,98607711e+00;-4,36842785e-01;8,38938840e-04;5,20708738e+02;
;1,98807711e+00;-3,74218353e-01;7,18671157e-04;5,20708741e+02;
;1,99007711e+00;-3,11534828e-01;5,98289988e-04;5,20708743e+02;
;1,99207711e+00;-2,48802108e-01;4,77814344e-04;5,20708747e+02;
;1,99407711e+00;-1,86030100e-01;3,57263248e-04;5,20708750e+02;
;1,99607711e+00;-1,23228715e-01;2,36655739e-04;5,20708752e+02;
;1,99807711e+00;-6,04078705e-02;1,16010858e-04;5,20708759e+02;
;2,00000000e+00;-2,44929360e-15;-8,10716686e-13;5,20708763e+02;
